,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance
2324,33,management,married,tertiary,0,2098,0,0,cellular,20,nov,1,-1,0,,10:12:02,10:13:09,0
2325,33,technician,married,tertiary,0,1699,0,0,cellular,4,aug,1,-1,0,,17:40:32,17:50:32,1
2326,57,admin.,married,secondary,0,4168,1,1,,16,may,1,-1,0,,16:06:03,16:06:50,0
2327,33,blue-collar,married,secondary,0,687,1,0,cellular,14,may,2,370,1,failure,17:51:13,17:52:25,0
2328,29,blue-collar,married,secondary,0,5903,1,0,,8,may,1,-1,0,,09:42:01,09:45:15,0
2329,29,admin.,married,secondary,0,943,1,0,,4,jun,1,-1,0,,11:37:53,11:43:48,0
2330,48,blue-collar,single,primary,0,8990,0,0,telephone,2,feb,2,-1,0,,15:21:14,15:51:04,1
2331,42,blue-collar,married,primary,0,1978,1,0,cellular,20,apr,4,-1,0,,09:18:44,09:19:52,0
2332,51,technician,divorced,secondary,0,7928,1,0,cellular,20,nov,1,-1,0,,14:18:37,14:20:41,0
2333,28,blue-collar,married,secondary,0,86,1,1,,15,may,1,-1,0,,17:00:59,17:16:17,0
2334,33,blue-collar,married,secondary,0,0,1,0,cellular,24,jul,1,-1,0,,14:06:10,14:09:38,0
2335,57,technician,married,secondary,0,950,1,0,cellular,9,jul,1,-1,0,,15:03:44,15:24:56,0
2336,70,housemaid,divorced,primary,0,1311,0,0,cellular,11,aug,1,-1,0,,15:06:21,15:17:12,1
2337,32,management,divorced,tertiary,0,883,1,0,cellular,10,dec,1,185,5,other,11:07:41,11:20:59,1
2338,30,housemaid,single,tertiary,0,3185,1,0,cellular,30,dec,3,-1,0,,13:07:39,13:10:17,0
2339,37,management,married,tertiary,0,1315,0,0,cellular,30,jun,1,-1,0,,17:43:05,17:46:49,1
2340,45,admin.,married,secondary,0,0,0,0,cellular,19,aug,10,-1,0,,16:23:33,16:25:58,0
2341,53,self-employed,married,tertiary,0,235,0,0,,18,jun,3,-1,0,,13:39:52,13:41:44,0
2342,28,admin.,married,secondary,0,934,1,0,,4,jul,2,-1,0,,13:43:51,13:44:44,0
2343,32,blue-collar,married,primary,0,1261,1,0,,23,may,1,-1,0,,10:18:27,10:20:39,0
2344,36,admin.,single,tertiary,0,635,0,0,cellular,13,feb,1,-1,0,,14:34:22,14:35:18,0
2345,35,management,divorced,tertiary,0,2885,0,0,cellular,13,aug,3,43,8,other,16:05:50,16:09:09,1
2346,39,blue-collar,married,primary,0,1742,0,0,,9,jul,6,-1,0,,15:51:37,15:53:47,0
2347,34,technician,single,secondary,0,161,0,0,cellular,21,aug,1,-1,0,,12:54:15,13:01:01,0
2348,33,admin.,single,tertiary,0,272,1,0,cellular,1,jun,1,237,2,failure,15:54:51,16:00:17,1
2349,41,self-employed,married,tertiary,0,231,0,0,cellular,7,aug,2,-1,0,,09:19:22,09:25:14,1
2350,23,services,single,secondary,0,870,0,0,cellular,29,dec,1,176,4,success,14:20:59,14:25:55,1
2351,33,services,married,secondary,0,207,1,0,cellular,14,may,4,-1,0,,10:56:36,11:07:05,1
2352,52,blue-collar,married,primary,0,9444,0,0,cellular,7,jul,3,-1,0,,10:53:19,10:57:50,0
2353,30,unemployed,single,tertiary,0,1622,0,0,cellular,19,nov,1,-1,0,,13:49:10,13:53:12,0
2354,37,blue-collar,married,secondary,0,903,1,0,cellular,20,apr,1,-1,0,,15:41:00,15:43:04,0
2355,48,blue-collar,married,primary,0,816,1,0,cellular,31,jul,7,-1,0,,11:32:32,11:34:26,0
2356,39,technician,single,,0,45248,1,0,,6,may,1,-1,0,,09:23:35,09:50:38,1
2357,22,blue-collar,single,secondary,0,0,1,0,,5,may,2,-1,0,,11:11:11,11:14:10,0
2358,37,technician,married,secondary,0,474,1,0,cellular,14,apr,1,322,1,failure,12:19:31,12:20:56,0
2359,35,management,married,tertiary,0,3168,0,0,cellular,22,aug,30,-1,0,,12:20:00,12:20:24,0
2360,52,admin.,single,secondary,0,2398,1,0,cellular,3,nov,1,-1,0,,16:29:18,16:36:10,1
2361,31,blue-collar,married,primary,0,50,1,0,,8,may,2,-1,0,,11:07:24,11:12:24,0
2362,36,technician,single,secondary,0,98,0,0,cellular,30,jan,1,-1,0,,16:27:10,16:40:01,1
2363,32,management,married,tertiary,0,169,0,0,telephone,14,aug,2,-1,0,,15:02:29,15:14:07,1
2364,52,blue-collar,divorced,primary,0,-191,1,0,,15,may,1,-1,0,,09:58:35,10:11:10,1
2365,26,management,single,tertiary,0,222,0,0,cellular,26,apr,1,334,1,failure,12:25:42,12:28:54,1
2366,37,management,married,tertiary,0,2283,0,0,cellular,6,aug,2,92,4,success,12:38:51,12:43:54,1
2367,53,blue-collar,married,primary,0,1794,1,0,cellular,17,apr,1,-1,0,,17:16:56,17:26:13,0
2368,35,blue-collar,married,secondary,0,444,1,0,cellular,15,apr,3,-1,0,,16:11:21,16:15:25,0
2369,51,admin.,single,secondary,0,1994,0,0,,18,jun,2,-1,0,,09:11:49,09:24:40,1
2370,37,admin.,divorced,secondary,0,3834,1,0,,21,may,1,-1,0,,13:27:14,13:28:26,0
2371,48,technician,married,secondary,0,1981,1,0,cellular,16,mar,3,238,2,success,09:44:12,09:49:03,0
2372,38,admin.,single,secondary,1,-61,0,1,cellular,18,jul,2,-1,0,,10:53:44,10:55:26,0
2373,34,admin.,divorced,secondary,0,0,0,0,cellular,10,jul,1,-1,0,,17:50:22,17:54:50,0
2374,28,blue-collar,single,secondary,0,-127,1,0,cellular,4,jul,3,-1,0,,12:20:20,12:37:44,1
2375,37,self-employed,single,tertiary,0,556,0,0,,17,jun,2,-1,0,,10:30:31,10:33:51,0
2376,54,blue-collar,married,secondary,0,548,0,0,cellular,18,aug,7,-1,0,,17:59:12,18:07:52,1
2377,42,blue-collar,single,secondary,0,583,0,0,cellular,28,jan,3,-1,0,,13:32:02,13:41:29,0
2378,27,blue-collar,single,secondary,0,535,0,0,cellular,15,feb,1,91,2,success,13:21:03,13:23:54,1
2379,29,technician,married,secondary,0,0,1,0,cellular,28,jul,6,-1,0,,13:51:04,13:52:27,0
2380,59,technician,married,primary,0,4198,0,0,cellular,14,jan,1,91,10,success,15:17:52,15:23:01,1
2381,40,technician,divorced,tertiary,0,568,1,0,,24,oct,1,-1,0,,16:59:39,17:01:31,1
2382,30,management,single,tertiary,0,502,0,0,cellular,11,oct,3,95,6,success,17:03:38,17:11:21,1
2383,36,blue-collar,married,primary,0,711,1,0,,23,may,2,-1,0,,09:15:22,09:17:56,0
2384,48,unemployed,married,secondary,0,926,0,0,cellular,12,aug,2,178,10,success,12:33:41,12:42:05,1
2385,44,technician,married,secondary,0,2776,1,0,cellular,27,jan,1,-1,0,,16:19:41,16:31:22,1
2386,32,management,married,tertiary,0,92,0,0,,3,jul,1,-1,0,,09:29:32,09:31:28,0
2387,43,retired,married,secondary,0,860,0,0,telephone,30,oct,1,-1,0,,10:41:42,10:43:54,1
2388,40,management,married,primary,0,395,1,0,cellular,22,apr,4,-1,0,,09:41:30,09:45:22,1
2389,51,management,single,tertiary,0,2139,0,0,cellular,17,nov,2,-1,0,,10:21:06,10:24:02,0
2390,28,student,single,secondary,0,404,1,0,cellular,18,may,2,367,4,other,10:26:46,10:27:19,0
2391,31,services,single,secondary,0,-205,0,0,cellular,1,sep,1,579,1,failure,11:13:26,11:21:27,1
2392,32,management,single,tertiary,0,2069,0,0,cellular,22,apr,1,-1,0,,15:14:41,15:23:46,1
2393,52,blue-collar,married,primary,0,2091,0,0,cellular,6,aug,2,-1,0,,17:44:17,17:47:18,0
2394,30,services,single,secondary,0,631,1,0,cellular,18,may,1,-1,0,,14:35:24,14:37:02,0
2395,32,management,single,tertiary,0,2059,0,0,cellular,4,feb,2,-1,0,,17:07:29,17:22:15,0
2396,23,housemaid,married,tertiary,0,66,1,0,cellular,7,may,2,-1,0,,09:25:35,09:48:46,1
2397,49,technician,divorced,secondary,0,-403,0,1,cellular,21,jul,2,-1,0,,15:05:58,15:14:00,0
2398,51,entrepreneur,married,primary,0,726,1,1,cellular,15,apr,2,-1,0,,12:35:38,12:37:05,0
2399,35,self-employed,married,tertiary,0,1987,0,0,cellular,8,aug,3,-1,0,,14:28:09,14:33:44,0
2400,32,admin.,married,tertiary,0,57,0,0,cellular,9,jul,2,-1,0,,12:11:29,12:20:19,0
2401,62,retired,married,tertiary,0,2557,1,0,cellular,14,sep,1,216,7,success,11:30:45,11:34:16,1
2402,41,entrepreneur,married,secondary,0,8491,1,0,cellular,18,nov,1,-1,0,,11:27:47,11:43:16,1
2403,47,management,married,tertiary,0,0,0,1,cellular,21,aug,1,-1,0,,10:56:31,11:02:45,1
2404,46,housemaid,married,secondary,0,38,0,0,cellular,25,nov,1,-1,0,,15:36:31,15:45:32,1
2405,37,blue-collar,married,secondary,0,790,0,0,,9,may,1,-1,0,,09:45:01,09:49:23,0
2406,51,services,single,secondary,0,516,1,0,cellular,13,may,1,363,1,failure,13:55:39,14:01:49,0
2407,32,admin.,single,secondary,0,566,1,0,cellular,29,jan,1,-1,0,,12:30:10,12:31:11,0
2408,42,blue-collar,single,secondary,0,625,0,0,,19,jun,3,-1,0,,16:38:23,16:49:14,1
2409,42,unemployed,married,secondary,0,1289,0,0,cellular,15,jul,4,415,2,failure,13:16:36,13:20:46,1
2410,50,management,married,secondary,0,2717,1,0,cellular,18,nov,1,-1,0,,17:13:37,17:16:45,0
2411,29,services,single,secondary,0,184,0,0,cellular,14,jul,3,-1,0,,10:18:44,10:19:30,0
2412,32,management,single,tertiary,0,15561,1,0,cellular,28,jul,3,-1,0,,09:12:21,09:14:52,0
2413,50,management,married,tertiary,0,5124,1,0,cellular,18,aug,2,-1,0,,14:57:33,14:59:24,0
2414,36,management,married,tertiary,0,203,0,0,cellular,25,jan,1,88,1,success,14:34:31,14:38:46,1
2415,49,blue-collar,married,secondary,0,1946,0,0,cellular,19,oct,1,95,1,success,17:16:08,17:19:20,1
2416,36,technician,married,secondary,0,480,0,0,cellular,20,oct,1,-1,0,,16:37:45,16:41:18,1
2417,41,management,married,tertiary,0,2487,0,0,cellular,5,aug,1,97,1,failure,12:04:06,12:07:32,0
2418,44,entrepreneur,married,secondary,0,860,1,1,cellular,6,may,2,295,5,failure,15:14:36,15:16:12,0
2419,34,blue-collar,married,secondary,0,262,0,0,cellular,15,sep,2,106,1,success,11:49:43,11:51:12,1
2420,52,unemployed,married,secondary,0,105,0,0,cellular,20,nov,1,-1,0,,11:53:55,11:55:31,0
2421,34,services,single,secondary,0,0,1,0,,5,may,1,-1,0,,13:33:07,13:35:29,0
2422,30,management,single,tertiary,0,3289,0,0,cellular,2,jun,1,-1,0,,11:47:46,11:49:37,0
2423,33,admin.,divorced,secondary,0,294,1,0,cellular,8,may,1,-1,0,,09:35:53,09:48:36,1
2424,22,student,single,secondary,0,552,0,0,cellular,1,sep,1,-1,0,,12:35:09,12:40:36,1
2425,26,technician,single,secondary,0,668,1,0,,28,may,3,-1,0,,15:10:25,15:20:01,1
2426,46,technician,married,secondary,0,-408,1,1,telephone,7,may,4,286,1,other,13:38:53,13:41:11,0
2427,27,admin.,married,secondary,0,1595,0,0,cellular,29,dec,2,197,2,success,16:59:42,17:02:58,1
2428,28,blue-collar,married,secondary,0,916,1,0,,28,may,1,-1,0,,13:07:06,13:10:32,0
2429,45,management,married,tertiary,0,876,0,0,,16,may,1,-1,0,,10:28:32,10:31:30,0
2430,29,blue-collar,married,secondary,0,-475,1,0,,3,jun,2,-1,0,,17:52:12,18:01:10,0
2431,48,self-employed,married,tertiary,0,3118,0,0,cellular,13,aug,2,-1,0,,11:50:44,11:56:55,0
2432,49,services,married,secondary,0,202,1,0,cellular,17,nov,2,104,1,failure,14:26:21,14:37:12,1
2433,43,management,married,tertiary,0,2383,0,0,cellular,13,aug,6,-1,0,,10:37:25,10:43:44,1
2434,56,management,divorced,tertiary,0,1263,1,0,cellular,13,may,1,-1,0,,10:02:56,10:05:31,0
2435,60,retired,married,primary,0,6307,1,0,,11,jun,1,-1,0,,12:29:08,12:35:10,0
2436,30,student,single,secondary,0,1779,0,0,cellular,11,aug,1,433,1,success,13:26:57,13:30:50,1
2437,31,technician,single,secondary,0,691,1,0,cellular,8,may,1,-1,0,,17:36:10,17:39:28,0
2438,40,management,married,tertiary,1,0,0,0,cellular,28,jul,5,-1,0,,13:33:23,13:36:08,0
2439,41,blue-collar,married,secondary,0,2823,1,0,,14,may,1,-1,0,,12:41:34,12:55:52,1
2440,35,services,married,,0,618,0,0,cellular,30,apr,1,-1,0,,13:12:31,13:28:22,1
2441,53,admin.,married,secondary,0,1796,0,0,telephone,16,mar,1,91,2,success,14:20:22,14:25:17,1
2442,35,unemployed,married,secondary,0,330,0,0,cellular,30,jan,4,-1,0,,12:12:40,12:23:25,0
2443,46,blue-collar,married,secondary,0,123,0,0,cellular,20,aug,3,-1,0,,13:58:37,14:04:58,0
2444,40,management,married,tertiary,0,226,1,0,cellular,12,may,2,-1,0,,16:06:23,16:10:45,0
2445,44,entrepreneur,married,tertiary,0,1631,1,0,,6,may,2,-1,0,,09:57:25,10:03:11,0
2446,31,technician,single,secondary,0,46,0,0,cellular,27,aug,6,-1,0,,15:03:08,15:08:21,0
2447,31,blue-collar,married,secondary,0,41,1,0,,19,may,1,-1,0,,10:07:28,10:11:53,0
2448,41,housemaid,single,secondary,0,2184,0,0,,19,jun,2,-1,0,,12:09:33,12:11:04,0
2449,40,services,married,primary,0,-9,1,0,,15,may,2,-1,0,,17:40:43,17:56:03,1
2450,32,management,single,tertiary,0,520,0,0,cellular,3,feb,2,-1,0,,17:26:37,17:34:00,1
2451,36,management,married,tertiary,0,630,0,0,cellular,2,feb,1,-1,0,,10:28:09,10:32:54,1
2452,33,technician,single,secondary,0,2583,0,0,cellular,6,feb,1,-1,0,,13:54:06,13:56:15,0
2453,34,technician,married,secondary,0,1,1,0,cellular,19,nov,1,-1,0,,09:51:01,09:52:49,0
2454,33,blue-collar,single,primary,0,60,1,0,cellular,14,may,1,290,2,failure,14:36:30,14:37:44,0
2455,64,self-employed,married,tertiary,0,661,0,0,cellular,21,dec,2,294,2,failure,13:45:54,13:52:01,1
2456,30,admin.,single,secondary,0,-213,1,1,,27,may,1,-1,0,,16:45:14,16:57:45,1
2457,27,services,married,secondary,0,58,1,0,cellular,7,may,1,337,2,other,16:03:34,16:05:27,0
2458,25,admin.,single,secondary,0,82,0,1,cellular,7,apr,2,-1,0,,13:34:44,13:36:28,1
2459,29,technician,single,secondary,0,113,0,0,cellular,12,feb,2,183,4,success,17:34:17,17:39:45,1
2460,37,admin.,married,secondary,0,764,1,0,cellular,16,jul,5,-1,0,,13:35:21,13:37:09,0
2461,47,services,married,tertiary,0,871,0,0,cellular,22,aug,9,-1,0,,14:51:05,15:01:07,0
2462,73,retired,married,primary,0,279,0,0,cellular,28,jan,3,-1,0,,16:54:56,17:01:35,1
2463,29,management,single,tertiary,0,874,1,0,cellular,16,sep,1,103,1,success,10:26:14,10:28:46,1
2464,34,admin.,married,primary,0,412,1,0,cellular,13,may,1,287,2,failure,12:53:08,12:56:45,0
2465,54,entrepreneur,married,secondary,0,0,0,1,cellular,15,jul,4,-1,0,,13:01:27,13:04:56,0
2466,42,technician,married,,0,1559,0,0,cellular,30,apr,1,-1,0,,14:58:20,15:04:28,1
2467,43,unemployed,married,tertiary,0,0,0,0,cellular,16,jul,1,281,1,failure,12:07:49,12:20:14,1
2468,75,retired,married,secondary,0,1470,0,0,telephone,27,feb,1,-1,0,,12:09:39,12:10:28,0
2469,45,technician,married,tertiary,0,377,1,0,,19,jun,3,-1,0,,10:37:08,10:51:03,1
2470,34,blue-collar,single,secondary,0,-96,1,0,,27,may,2,-1,0,,10:18:26,10:20:59,0
2471,25,blue-collar,single,secondary,0,1857,1,0,cellular,13,apr,4,187,6,success,14:51:15,14:56:10,1
2472,31,management,married,secondary,0,2294,0,0,cellular,20,aug,2,-1,0,,09:11:01,09:19:04,0
2473,39,self-employed,married,secondary,0,266,0,0,cellular,11,may,2,-1,0,,09:32:57,09:34:39,0
2474,29,management,single,tertiary,0,4694,0,0,cellular,15,jun,1,-1,0,,13:59:09,14:02:10,0
2475,44,technician,married,secondary,0,135,1,0,cellular,8,may,3,-1,0,,14:15:17,14:19:39,0
2476,22,technician,single,secondary,0,54,1,1,,8,may,6,-1,0,,10:16:33,10:26:59,0
2477,56,blue-collar,single,secondary,0,6483,1,0,cellular,16,apr,2,-1,0,,09:37:42,09:39:47,0
2478,36,management,married,tertiary,0,2178,1,0,cellular,14,may,3,-1,0,,16:29:55,16:31:10,0
2479,31,blue-collar,married,secondary,0,150,1,0,telephone,14,may,2,-1,0,,16:14:29,16:15:37,0
2480,69,technician,married,tertiary,0,482,0,0,cellular,29,jul,1,267,1,failure,17:37:25,17:45:23,1
2481,38,technician,married,secondary,0,922,1,1,cellular,17,jul,2,-1,0,,17:52:55,17:59:23,0
2482,32,technician,single,tertiary,0,705,1,0,cellular,20,apr,4,-1,0,,17:10:50,17:11:10,0
2483,48,unemployed,divorced,secondary,0,201,0,0,cellular,11,aug,1,-1,0,,10:59:39,11:01:59,1
2484,33,blue-collar,single,primary,0,863,1,0,telephone,13,may,3,-1,0,,10:00:56,10:11:18,1
2485,77,retired,married,,0,1807,0,0,telephone,20,oct,1,-1,0,,11:14:08,11:20:21,1
2486,32,services,married,secondary,0,243,1,1,,6,may,1,-1,0,,14:49:11,14:51:35,0
2487,50,blue-collar,married,primary,0,5776,0,0,cellular,18,nov,3,-1,0,,14:33:39,14:34:28,0
2488,30,technician,married,secondary,0,1660,1,0,cellular,30,apr,1,-1,0,,14:42:56,14:46:52,0
2489,30,services,single,tertiary,0,0,0,0,,4,jul,1,-1,0,,11:44:40,11:45:51,0
2490,30,services,married,secondary,0,475,0,0,cellular,22,aug,5,-1,0,,10:55:33,10:58:45,0
2491,27,student,single,secondary,0,538,0,0,cellular,4,jun,2,-1,0,,16:52:57,16:55:01,1
2492,31,management,married,secondary,0,8629,1,0,,21,may,2,-1,0,,09:39:53,09:40:20,0
2493,36,unemployed,married,secondary,0,439,1,0,telephone,6,feb,6,-1,0,,09:10:52,09:11:10,0
2494,35,blue-collar,single,secondary,0,0,1,0,,3,jun,3,-1,0,,16:20:13,16:22:06,0
2495,43,blue-collar,married,primary,0,-476,1,0,,26,may,1,-1,0,,16:10:31,16:10:47,0
2496,55,blue-collar,married,secondary,0,1011,1,0,cellular,12,aug,2,-1,0,,10:18:17,10:20:09,0
2497,47,technician,married,secondary,0,335,0,0,cellular,4,may,1,76,1,success,13:10:39,13:17:36,1
2498,32,management,single,tertiary,0,2,1,0,cellular,11,sep,2,-1,0,,09:35:57,09:37:37,1
2499,46,management,married,tertiary,0,0,0,0,cellular,3,mar,13,-1,0,,09:33:25,09:38:30,1
2500,30,management,single,tertiary,0,30,0,0,cellular,21,aug,5,-1,0,,13:57:22,14:01:02,0
2501,46,technician,married,secondary,0,57,0,0,,28,may,1,-1,0,,17:25:40,17:38:56,1
2502,28,admin.,single,secondary,0,189,1,0,cellular,31,jul,2,-1,0,,12:52:47,12:53:55,0
2503,31,technician,married,secondary,0,7,0,0,telephone,6,aug,6,-1,0,,12:20:39,12:22:35,0
2504,35,admin.,married,tertiary,0,948,1,0,cellular,8,jun,1,-1,0,,17:42:36,17:44:02,0
2505,29,management,married,tertiary,0,-6,1,0,,9,may,1,-1,0,,13:54:10,13:59:34,0
2506,43,,married,primary,0,2113,0,0,cellular,29,jul,2,-1,0,,12:39:57,12:40:30,0
2507,56,entrepreneur,married,secondary,0,5838,0,0,cellular,2,feb,2,230,2,failure,10:37:05,10:39:01,0
2508,46,technician,single,tertiary,0,2739,0,0,cellular,8,aug,4,-1,0,,09:14:12,09:16:09,0
2509,52,self-employed,single,secondary,0,207,0,1,cellular,18,nov,1,-1,0,,11:29:42,11:32:41,0
2510,45,admin.,divorced,secondary,0,-176,0,1,cellular,7,jul,1,-1,0,,11:51:41,12:01:15,1
2511,50,admin.,divorced,secondary,0,363,1,0,,16,may,1,-1,0,,17:04:42,17:27:02,1
2512,42,technician,divorced,secondary,0,314,1,0,,30,oct,1,-1,0,,13:04:40,13:08:34,1
2513,43,technician,married,secondary,0,3723,1,0,cellular,11,aug,4,-1,0,,14:56:04,14:58:18,0
2514,44,technician,married,secondary,0,-199,0,0,cellular,28,jan,2,247,3,failure,16:32:17,16:43:49,0
2515,44,management,married,secondary,0,11972,0,0,,19,jun,1,-1,0,,17:38:15,17:40:22,0
2516,40,admin.,divorced,secondary,0,2129,0,0,cellular,30,apr,1,-1,0,,14:27:41,14:35:13,1
2517,32,admin.,married,tertiary,0,653,0,0,cellular,2,jun,1,-1,0,,16:08:04,16:09:28,1
2518,38,management,married,tertiary,0,93,1,0,cellular,25,may,1,272,4,failure,12:59:29,13:00:43,0
2519,39,services,married,secondary,0,3870,1,0,cellular,20,apr,1,-1,0,,10:05:52,10:07:04,0
2520,27,management,single,tertiary,0,2489,0,0,cellular,15,jul,2,163,2,other,16:46:31,16:51:54,1
2521,38,management,single,tertiary,0,8953,0,1,cellular,20,nov,1,-1,0,,10:54:55,10:59:56,0
2522,31,management,single,tertiary,0,924,0,0,cellular,27,feb,1,-1,0,,11:56:11,11:59:03,1
2523,42,management,divorced,tertiary,0,9,1,0,cellular,21,jul,1,-1,0,,14:24:03,14:32:32,0
2524,44,technician,married,secondary,0,78,1,0,cellular,7,may,1,357,1,failure,14:42:06,14:44:08,0
2525,45,technician,single,secondary,0,1171,1,0,cellular,17,nov,1,-1,0,,17:43:53,17:44:27,0
2526,57,unemployed,married,primary,0,0,1,0,cellular,20,nov,2,-1,0,,17:26:42,17:30:33,0
2527,54,technician,married,secondary,0,7252,0,0,,23,may,2,-1,0,,15:16:59,15:19:18,0
2528,37,services,married,secondary,0,780,1,0,,4,jun,5,-1,0,,12:28:27,12:30:32,0
2529,35,blue-collar,married,primary,0,623,1,0,cellular,6,may,2,-1,0,,14:48:34,14:50:11,0
2530,22,student,single,tertiary,0,691,0,0,cellular,30,nov,5,103,1,success,17:05:21,17:09:41,1
2531,34,blue-collar,single,secondary,0,1698,1,0,,27,may,7,-1,0,,13:48:54,13:49:33,0
2532,57,blue-collar,married,primary,0,3109,0,0,cellular,15,sep,2,105,2,success,16:20:13,16:22:00,1
2533,37,entrepreneur,divorced,tertiary,0,66,0,0,cellular,18,nov,2,-1,0,,17:33:27,17:52:51,1
2534,46,management,married,tertiary,0,2199,0,0,telephone,27,may,1,-1,0,,09:21:44,09:24:10,0
2535,39,management,single,tertiary,0,1092,0,0,cellular,26,aug,7,-1,0,,12:15:04,12:18:29,0
2536,58,technician,married,primary,1,-247,0,0,,6,jun,1,-1,0,,12:48:08,12:51:07,0
2537,58,services,divorced,secondary,0,462,0,0,cellular,12,aug,1,-1,0,,10:58:42,11:04:14,1
2538,54,unemployed,married,secondary,0,582,1,0,cellular,15,may,5,372,2,failure,17:31:55,17:43:28,1
2539,59,management,married,tertiary,0,474,0,0,cellular,21,aug,1,-1,0,,14:10:14,14:14:26,1
2540,28,unemployed,single,primary,0,236,0,0,cellular,4,may,1,87,3,failure,09:57:05,10:00:18,1
2541,47,services,married,secondary,0,3333,1,1,cellular,29,jul,2,-1,0,,13:50:35,13:52:29,0
2542,47,technician,single,secondary,0,600,0,1,cellular,4,aug,2,-1,0,,13:42:04,13:44:57,0
2543,31,entrepreneur,single,tertiary,0,137,0,0,cellular,29,jan,2,-1,0,,10:43:59,10:51:24,0
2544,55,housemaid,married,secondary,0,127,1,0,telephone,21,jul,8,-1,0,,10:37:20,10:56:10,1
2545,42,blue-collar,married,secondary,0,3,1,0,telephone,20,nov,1,190,1,failure,17:46:43,17:47:30,0
2546,32,management,single,tertiary,0,1625,1,0,cellular,19,aug,6,-1,0,,13:07:49,13:15:20,0
2547,76,retired,divorced,primary,0,802,0,0,cellular,9,mar,1,181,5,success,17:46:44,17:50:45,1
2548,56,retired,married,secondary,0,1956,0,0,cellular,7,aug,2,-1,0,,12:58:17,13:00:23,0
2549,38,entrepreneur,divorced,secondary,0,1190,1,0,cellular,7,dec,4,186,5,success,14:42:25,14:48:12,0
2550,37,management,married,tertiary,0,3794,0,0,cellular,18,aug,1,379,1,failure,12:01:46,12:04:13,0
2551,60,retired,married,secondary,0,938,0,0,cellular,13,jan,3,-1,0,,11:27:29,11:33:49,1
2552,39,technician,married,secondary,0,2266,0,0,cellular,18,feb,4,-1,0,,15:17:19,15:20:47,1
2553,38,blue-collar,married,primary,0,1401,0,0,cellular,13,may,1,-1,0,,15:26:31,15:35:07,1
2554,29,management,single,tertiary,0,985,1,0,cellular,23,jul,2,-1,0,,09:04:22,09:10:58,1
2555,43,technician,divorced,secondary,0,353,1,0,,23,may,1,-1,0,,13:26:23,13:28:56,0
2556,31,management,single,tertiary,0,147,0,0,cellular,9,mar,1,181,2,success,10:56:40,11:04:29,1
2557,48,management,married,tertiary,0,1147,0,0,cellular,3,dec,1,120,3,success,14:31:33,14:34:08,1
2558,28,blue-collar,single,primary,0,2340,1,0,,19,jun,1,-1,0,,09:19:29,09:26:08,0
2559,34,technician,single,tertiary,0,612,0,0,cellular,25,may,1,-1,0,,09:28:46,09:30:17,0
2560,58,management,married,tertiary,0,3768,1,0,,18,jun,1,-1,0,,17:14:32,17:19:48,0
2561,35,self-employed,single,tertiary,0,1129,1,0,cellular,21,nov,2,184,2,failure,14:17:34,14:18:38,0
2562,81,retired,married,primary,0,5220,0,0,telephone,13,nov,1,94,2,other,12:07:50,12:10:05,1
2563,49,technician,divorced,secondary,0,57,0,0,cellular,21,aug,3,-1,0,,14:49:06,14:55:42,0
2564,23,blue-collar,married,primary,0,1158,1,0,cellular,16,apr,1,-1,0,,12:21:16,12:33:39,0
2565,37,management,single,tertiary,0,6964,0,0,cellular,19,nov,3,-1,0,,11:25:09,11:28:52,0
2566,59,retired,divorced,secondary,0,1,0,0,cellular,19,aug,1,-1,0,,16:19:44,16:25:19,1
2567,30,technician,single,tertiary,0,2832,0,0,cellular,18,aug,6,-1,0,,16:29:29,16:35:19,0
2568,50,admin.,married,primary,0,82,0,0,cellular,22,aug,4,-1,0,,13:40:43,13:42:24,0
2569,58,unemployed,divorced,secondary,0,729,0,1,cellular,9,feb,2,-1,0,,17:48:25,17:49:25,0
2570,33,unemployed,single,tertiary,0,685,1,0,cellular,2,feb,1,96,2,failure,14:37:11,14:38:56,0
2571,43,technician,married,tertiary,0,2643,0,0,telephone,4,may,5,-1,0,,12:08:39,12:14:10,1
2572,30,unemployed,single,tertiary,0,302,0,0,cellular,11,feb,3,-1,0,,09:39:38,09:48:26,1
2573,39,services,single,secondary,0,158,1,0,cellular,21,nov,1,168,2,failure,15:32:05,15:35:08,0
2574,29,technician,single,secondary,0,3466,0,0,cellular,21,apr,1,-1,0,,09:43:52,09:48:26,1
2575,60,management,married,tertiary,0,2281,0,0,cellular,5,feb,2,-1,0,,12:42:26,12:46:16,1
2576,57,services,married,secondary,0,530,1,0,telephone,15,may,7,360,7,failure,16:13:36,16:13:46,0
2577,56,technician,married,tertiary,0,3082,1,1,,30,jun,3,-1,0,,13:57:37,14:05:01,0
2578,38,management,divorced,primary,0,2064,1,0,cellular,11,may,1,-1,0,,09:51:17,09:56:13,0
2579,30,management,divorced,tertiary,0,415,1,1,cellular,6,may,1,343,4,failure,10:57:44,11:14:08,1
2580,46,management,married,tertiary,0,4,0,0,cellular,8,aug,4,-1,0,,09:47:55,10:08:01,1
2581,44,blue-collar,married,secondary,0,16178,1,0,cellular,21,nov,1,-1,0,,13:55:29,14:00:26,0
